,train,val,test
18_OOU508_EC_1000038,True,False,False
20_OOU518_EC_1000045,True,False,False
22_OOU525_EC_1000017,True,False,False
23_OOU528_EC_1000018,True,False,False
34_OOU480_EC_1000046,True,False,False
12_OOU282_CC_1000022,True,False,False
19_OOU516_SC-CC_1000044,True,False,False
27_OOU533_CC_1000053,True,False,False
29_OOU537_CC_rescan,True,False,False
32_OOU396_SC-CC_1000036,True,False,False
33_OOU411_SC-CC_rescan,True,False,False
35_OOU494_CC_1000047,True,False,False
3_OOU58_CC_1000049,True,False,False
10_OOU198_EC-SC,True,False,False
11_OOU217_EC-SC,True,False,False
13_OOU306_EC-SC,True,False,False
14_OOU324_EC-SC,True,False,False
25_OOU531_SC_1000020,True,False,False
28_OOU536_SC_1000052,True,False,False
30_OOU538_SC_1000051,True,False,False
31_OOU326_EC-SC_1000027,True,False,False
6_OOU88_EC-SC_1000029,True,False,False
7_OOU169_EC-SC_1000033,True,False,False
8_OOU170_EC-SC_,True,False,False
36_VOA351_LGSC,True,False,False
38_VOA495_LGSC,True,False,False
39_VOA617_LGSC,True,False,False
40_VOA729_LGSC,True,False,False
16_OOU470_MC_1000050,True,False,False
24_OOU529_MC_1000048,True,False,False
2_OOU25_MC_1000054,True,False,False
4_OOU63_MC_1000037,True,False,False
5_OOU84_MC_1000034,True,False,False
21_OOU522_SC-CC_1000031,False,True,False
9_OOU185_EC-SC_,False,True,False
1_OOU6_EC-SC_1000042,False,True,False
15_OOU325_SC-CC_1000023,False,False,True
26_OOU532_SC_1000021,False,False,True
17_OOU495_SC_1000019,False,False,True
