,train,val,test
0,18_OOU508_EC_1000038,21_OOU522_SC-CC_1000031,15_OOU325_SC-CC_1000023
1,20_OOU518_EC_1000045,9_OOU185_EC-SC_,26_OOU532_SC_1000021
2,22_OOU525_EC_1000017,1_OOU6_EC-SC_1000042,17_OOU495_SC_1000019
3,23_OOU528_EC_1000018,,
4,34_OOU480_EC_1000046,,
5,12_OOU282_CC_1000022,,
6,19_OOU516_SC-CC_1000044,,
7,27_OOU533_CC_1000053,,
8,29_OOU537_CC_rescan,,
9,32_OOU396_SC-CC_1000036,,
10,33_OOU411_SC-CC_rescan,,
11,35_OOU494_CC_1000047,,
12,3_OOU58_CC_1000049,,
13,10_OOU198_EC-SC,,
14,11_OOU217_EC-SC,,
15,13_OOU306_EC-SC,,
16,14_OOU324_EC-SC,,
17,25_OOU531_SC_1000020,,
18,28_OOU536_SC_1000052,,
19,30_OOU538_SC_1000051,,
20,31_OOU326_EC-SC_1000027,,
21,6_OOU88_EC-SC_1000029,,
22,7_OOU169_EC-SC_1000033,,
23,8_OOU170_EC-SC_,,
24,36_VOA351_LGSC,,
25,38_VOA495_LGSC,,
26,39_VOA617_LGSC,,
27,40_VOA729_LGSC,,
28,16_OOU470_MC_1000050,,
29,24_OOU529_MC_1000048,,
30,2_OOU25_MC_1000054,,
31,4_OOU63_MC_1000037,,
32,5_OOU84_MC_1000034,,
