,train,val,test
0,4_thumbnail,1952_thumbnail,3191_thumbnail
1,66_thumbnail,3084_thumbnail,3222_thumbnail
2,281_thumbnail,3881_thumbnail,4211_thumbnail
3,286_thumbnail,5851_thumbnail,4797_thumbnail
4,431_thumbnail,8805_thumbnail,6363_thumbnail
5,706_thumbnail,9658_thumbnail,6449_thumbnail
6,970_thumbnail,10246_thumbnail,6582_thumbnail
7,1020_thumbnail,12244_thumbnail,6898_thumbnail
8,1080_thumbnail,15139_thumbnail,7204_thumbnail
9,1101_thumbnail,15871_thumbnail,9697_thumbnail
10,1252_thumbnail,16064_thumbnail,10469_thumbnail
11,1289_thumbnail,17738_thumbnail,10642_thumbnail
12,1774_thumbnail,21432_thumbnail,10896_thumbnail
13,1925_thumbnail,21910_thumbnail,12902_thumbnail
14,1943_thumbnail,23523_thumbnail,14039_thumbnail
15,2097_thumbnail,23796_thumbnail,14051_thumbnail
16,2227_thumbnail,24759_thumbnail,14401_thumbnail
17,2391_thumbnail,24991_thumbnail,17854_thumbnail
18,2666_thumbnail,27249_thumbnail,18896_thumbnail
19,2706_thumbnail,28028_thumbnail,19255_thumbnail
20,2906_thumbnail,30272_thumbnail,22155_thumbnail
21,3055_thumbnail,30986_thumbnail,26025_thumbnail
22,3092_thumbnail,31033_thumbnail,26124_thumbnail
23,3098_thumbnail,31300_thumbnail,26190_thumbnail
24,3264_thumbnail,31473_thumbnail,26862_thumbnail
25,3511_thumbnail,32636_thumbnail,27747_thumbnail
26,3672_thumbnail,39172_thumbnail,31297_thumbnail
27,3997_thumbnail,39728_thumbnail,32042_thumbnail
28,4608_thumbnail,39880_thumbnail,33839_thumbnail
29,4827_thumbnail,39893_thumbnail,34649_thumbnail
30,4877_thumbnail,42549_thumbnail,35998_thumbnail
31,4963_thumbnail,46469_thumbnail,36499_thumbnail
32,5015_thumbnail,46793_thumbnail,38041_thumbnail
33,5114_thumbnail,47911_thumbnail,38097_thumbnail
34,5264_thumbnail,50246_thumbnail,39255_thumbnail
35,5265_thumbnail,52752_thumbnail,40503_thumbnail
36,5307_thumbnail,53688_thumbnail,44700_thumbnail
37,5456_thumbnail,53900_thumbnail,46769_thumbnail
38,5852_thumbnail,54007_thumbnail,47020_thumbnail
39,5970_thumbnail,54408_thumbnail,48506_thumbnail
40,5992_thumbnail,54928_thumbnail,52784_thumbnail
41,6140_thumbnail,57162_thumbnail,52846_thumbnail
42,6175_thumbnail,59515_thumbnail,56351_thumbnail
43,6281_thumbnail,59760_thumbnail,56947_thumbnail
44,6359_thumbnail,60058_thumbnail,58974_thumbnail
45,6558_thumbnail,61823_thumbnail,60287_thumbnail
46,6793_thumbnail,62476_thumbnail,60928_thumbnail
