,train,val,test
0,4_thumbnail,706_thumbnail,2391_thumbnail
1,66_thumbnail,1952_thumbnail,3222_thumbnail
2,281_thumbnail,2097_thumbnail,7490_thumbnail
3,286_thumbnail,5456_thumbnail,9658_thumbnail
4,431_thumbnail,5851_thumbnail,10252_thumbnail
5,970_thumbnail,5970_thumbnail,10469_thumbnail
6,1020_thumbnail,6175_thumbnail,10642_thumbnail
7,1080_thumbnail,9183_thumbnail,10896_thumbnail
8,1101_thumbnail,10548_thumbnail,12222_thumbnail
9,1252_thumbnail,11557_thumbnail,15293_thumbnail
10,1289_thumbnail,14051_thumbnail,18896_thumbnail
11,1774_thumbnail,15188_thumbnail,19255_thumbnail
12,1925_thumbnail,15671_thumbnail,20205_thumbnail
13,1943_thumbnail,17416_thumbnail,20882_thumbnail
14,2227_thumbnail,18810_thumbnail,21910_thumbnail
15,2666_thumbnail,20312_thumbnail,23796_thumbnail
16,2706_thumbnail,20329_thumbnail,24759_thumbnail
17,2906_thumbnail,20670_thumbnail,25561_thumbnail
18,3055_thumbnail,20858_thumbnail,25928_thumbnail
19,3084_thumbnail,24563_thumbnail,26950_thumbnail
20,3092_thumbnail,25256_thumbnail,27249_thumbnail
21,3098_thumbnail,27950_thumbnail,29331_thumbnail
22,3191_thumbnail,28066_thumbnail,30203_thumbnail
23,3264_thumbnail,35754_thumbnail,30738_thumbnail
24,3511_thumbnail,35792_thumbnail,30794_thumbnail
25,3672_thumbnail,36204_thumbnail,31473_thumbnail
26,3881_thumbnail,36513_thumbnail,32112_thumbnail
27,3997_thumbnail,38349_thumbnail,35239_thumbnail
28,4211_thumbnail,39252_thumbnail,36063_thumbnail
29,4608_thumbnail,39258_thumbnail,36499_thumbnail
30,4797_thumbnail,39365_thumbnail,36639_thumbnail
31,4827_thumbnail,39425_thumbnail,37190_thumbnail
32,4877_thumbnail,40129_thumbnail,38019_thumbnail
33,4963_thumbnail,42296_thumbnail,39255_thumbnail
34,5015_thumbnail,43432_thumbnail,40503_thumbnail
35,5114_thumbnail,44700_thumbnail,41099_thumbnail
36,5264_thumbnail,45104_thumbnail,43390_thumbnail
37,5265_thumbnail,46469_thumbnail,43796_thumbnail
38,5307_thumbnail,49281_thumbnail,44804_thumbnail
39,5852_thumbnail,50304_thumbnail,44976_thumbnail
40,5992_thumbnail,51679_thumbnail,46815_thumbnail
41,6140_thumbnail,52752_thumbnail,49587_thumbnail
42,6281_thumbnail,52846_thumbnail,51499_thumbnail
43,6359_thumbnail,54590_thumbnail,51832_thumbnail
44,6363_thumbnail,54949_thumbnail,54408_thumbnail
45,6449_thumbnail,57468_thumbnail,60058_thumbnail
46,6558_thumbnail,57598_thumbnail,61493_thumbnail
47,6582_thumbnail,59002_thumbnail,63367_thumbnail
48,6793_thumbnail,63121_thumbnail,63429_thumbnail
49,6843_thumbnail,64188_thumbnail,64771_thumbnail
50,6898_thumbnail,,
51,6951_thumbnail,,
52,7204_thumbnail,,
53,7329_thumbnail,,
54,7482_thumbnail,,
55,8130_thumbnail,,
56,8213_thumbnail,,
57,8240_thumbnail,,
58,8279_thumbnail,,
59,8531_thumbnail,,
60,8713_thumbnail,,
61,8805_thumbnail,,
62,8985_thumbnail,,
63,9154_thumbnail,,
64,9254_thumbnail,,
65,9341_thumbnail,,
66,9509_thumbnail,,
67,9697_thumbnail,,
68,10077_thumbnail,,
69,10143_thumbnail,,
70,10246_thumbnail,,
71,10800_thumbnail,,
72,11263_thumbnail,,
73,11417_thumbnail,,
74,11431_thumbnail,,
75,11559_thumbnail,,
76,12159_thumbnail,,
77,12244_thumbnail,,
78,12442_thumbnail,,
79,12522_thumbnail,,
80,12902_thumbnail,,
81,13364_thumbnail,,
82,13387_thumbnail,,
83,13526_thumbnail,,
84,13987_thumbnail,,
85,14039_thumbnail,,
86,14127_thumbnail,,
87,14312_thumbnail,,
88,14401_thumbnail,,
89,14424_thumbnail,,
90,14532_thumbnail,,
91,14542_thumbnail,,
92,14617_thumbnail,,
93,15139_thumbnail,,
94,15209_thumbnail,,
95,15221_thumbnail,,
96,15231_thumbnail,,
97,15486_thumbnail,,
98,15583_thumbnail,,
99,15742_thumbnail,,
100,15871_thumbnail,,
101,15912_thumbnail,,
102,16042_thumbnail,,
103,16064_thumbnail,,
104,16209_thumbnail,,
105,16325_thumbnail,,
106,16876_thumbnail,,
107,16986_thumbnail,,
108,17067_thumbnail,,
109,17174_thumbnail,,
110,17291_thumbnail,,
111,17365_thumbnail,,
112,17487_thumbnail,,
113,17738_thumbnail,,
114,17854_thumbnail,,
115,18014_thumbnail,,
116,18138_thumbnail,,
117,18196_thumbnail,,
118,18547_thumbnail,,
119,18568_thumbnail,,
120,18607_thumbnail,,
121,18813_thumbnail,,
122,18914_thumbnail,,
123,18981_thumbnail,,
124,19030_thumbnail,,
125,19157_thumbnail,,
126,19512_thumbnail,,
127,19569_thumbnail,,
128,20316_thumbnail,,
129,20463_thumbnail,,
130,21232_thumbnail,,
131,21303_thumbnail,,
132,21373_thumbnail,,
133,21432_thumbnail,,
134,21445_thumbnail,,
135,21929_thumbnail,,
136,22155_thumbnail,,
137,22221_thumbnail,,
138,22290_thumbnail,,
139,22425_thumbnail,,
140,22489_thumbnail,,
141,22654_thumbnail,,
142,22740_thumbnail,,
143,22924_thumbnail,,
144,23523_thumbnail,,
145,23629_thumbnail,,
146,24023_thumbnail,,
147,24507_thumbnail,,
148,24617_thumbnail,,
149,24991_thumbnail,,
150,25331_thumbnail,,
151,25604_thumbnail,,
152,25792_thumbnail,,
153,25923_thumbnail,,
154,26025_thumbnail,,
155,26124_thumbnail,,
156,26190_thumbnail,,
157,26219_thumbnail,,
158,26533_thumbnail,,
159,26603_thumbnail,,
160,26862_thumbnail,,
161,26939_thumbnail,,
162,27245_thumbnail,,
163,27315_thumbnail,,
164,27739_thumbnail,,
165,27747_thumbnail,,
166,27851_thumbnail,,
167,28028_thumbnail,,
168,28121_thumbnail,,
169,28393_thumbnail,,
170,28519_thumbnail,,
171,28562_thumbnail,,
172,28603_thumbnail,,
173,28736_thumbnail,,
174,28821_thumbnail,,
175,28922_thumbnail,,
176,29147_thumbnail,,
177,29200_thumbnail,,
178,29240_thumbnail,,
179,29615_thumbnail,,
180,29888_thumbnail,,
181,29904_thumbnail,,
182,29915_thumbnail,,
183,30272_thumbnail,,
184,30369_thumbnail,,
185,30508_thumbnail,,
186,30515_thumbnail,,
187,30712_thumbnail,,
188,30792_thumbnail,,
189,30868_thumbnail,,
190,30986_thumbnail,,
191,31033_thumbnail,,
192,31297_thumbnail,,
193,31300_thumbnail,,
194,31333_thumbnail,,
195,31383_thumbnail,,
196,31793_thumbnail,,
197,32032_thumbnail,,
198,32035_thumbnail,,
199,32042_thumbnail,,
200,32192_thumbnail,,
201,32432_thumbnail,,
202,32596_thumbnail,,
203,32636_thumbnail,,
204,33708_thumbnail,,
205,33839_thumbnail,,
206,33976_thumbnail,,
207,33984_thumbnail,,
208,34247_thumbnail,,
209,34277_thumbnail,,
210,34508_thumbnail,,
211,34649_thumbnail,,
212,34688_thumbnail,,
213,34690_thumbnail,,
214,34720_thumbnail,,
215,34822_thumbnail,,
216,34845_thumbnail,,
217,35197_thumbnail,,
218,35592_thumbnail,,
219,35652_thumbnail,,
220,35909_thumbnail,,
221,35953_thumbnail,,
222,35998_thumbnail,,
223,36008_thumbnail,,
224,36678_thumbnail,,
225,37307_thumbnail,,
226,37367_thumbnail,,
227,37655_thumbnail,,
228,38018_thumbnail,,
229,38041_thumbnail,,
230,38048_thumbnail,,
231,38097_thumbnail,,
232,38118_thumbnail,,
233,38366_thumbnail,,
234,38479_thumbnail,,
235,38535_thumbnail,,
236,38585_thumbnail,,
237,38647_thumbnail,,
238,38669_thumbnail,,
239,38687_thumbnail,,
240,38849_thumbnail,,
241,38901_thumbnail,,
242,39144_thumbnail,,
243,39146_thumbnail,,
244,39172_thumbnail,,
245,39208_thumbnail,,
246,39269_thumbnail,,
247,39297_thumbnail,,
248,39728_thumbnail,,
249,39880_thumbnail,,
250,39893_thumbnail,,
251,39990_thumbnail,,
252,40079_thumbnail,,
253,40124_thumbnail,,
254,40639_thumbnail,,
255,40888_thumbnail,,
256,41801_thumbnail,,
257,42125_thumbnail,,
258,42260_thumbnail,,
259,42549_thumbnail,,
260,43280_thumbnail,,
261,43671_thumbnail,,
262,43815_thumbnail,,
263,43875_thumbnail,,
264,43998_thumbnail,,
265,44232_thumbnail,,
266,44283_thumbnail,,
267,44432_thumbnail,,
268,44530_thumbnail,,
269,44581_thumbnail,,
270,44962_thumbnail,,
271,45185_thumbnail,,
272,45630_thumbnail,,
273,45725_thumbnail,,
274,45990_thumbnail,,
275,46139_thumbnail,,
276,46172_thumbnail,,
277,46435_thumbnail,,
278,46444_thumbnail,,
279,46543_thumbnail,,
280,46688_thumbnail,,
281,46736_thumbnail,,
282,46769_thumbnail,,
283,46793_thumbnail,,
284,47105_thumbnail,,
285,47431_thumbnail,,
286,47960_thumbnail,,
287,48502_thumbnail,,
288,48506_thumbnail,,
289,48550_thumbnail,,
290,49942_thumbnail,,
291,49995_thumbnail,,
292,51346_thumbnail,,
293,52259_thumbnail,,
294,52375_thumbnail,,
