,train,val,test
0,286_thumbnail,38901_thumbnail,51679_thumbnail
1,2666_thumbnail,32432_thumbnail,10077_thumbnail
2,2906_thumbnail,40079_thumbnail,28066_thumbnail
3,3222_thumbnail,53859_thumbnail,49995_thumbnail
4,3511_thumbnail,64771_thumbnail,49942_thumbnail
5,4608_thumbnail,53900_thumbnail,40124_thumbnail
6,5265_thumbnail,61320_thumbnail,43280_thumbnail
7,6281_thumbnail,50048_thumbnail,8531_thumbnail
8,6363_thumbnail,14424_thumbnail,18138_thumbnail
9,6793_thumbnail,10246_thumbnail,31383_thumbnail
10,7204_thumbnail,7329_thumbnail,24023_thumbnail
11,7490_thumbnail,11431_thumbnail,46688_thumbnail
12,10469_thumbnail,63015_thumbnail,11263_thumbnail
13,10800_thumbnail,14051_thumbnail,46769_thumbnail
14,12522_thumbnail,1952_thumbnail,28603_thumbnail
15,12902_thumbnail,51346_thumbnail,53377_thumbnail
16,14401_thumbnail,59515_thumbnail,48506_thumbnail
17,14617_thumbnail,29915_thumbnail,6449_thumbnail
18,15188_thumbnail,61961_thumbnail,26219_thumbnail
19,15671_thumbnail,25928_thumbnail,15486_thumbnail
20,15742_thumbnail,26950_thumbnail,9658_thumbnail
21,15912_thumbnail,51021_thumbnail,37655_thumbnail
22,16064_thumbnail,63298_thumbnail,54007_thumbnail
23,17487_thumbnail,4963_thumbnail,50712_thumbnail
24,17738_thumbnail,32192_thumbnail,28393_thumbnail
25,18607_thumbnail,58895_thumbnail,43390_thumbnail
26,18810_thumbnail,61033_thumbnail,1925_thumbnail
27,19030_thumbnail,29147_thumbnail,39144_thumbnail
28,19569_thumbnail,1101_thumbnail,14127_thumbnail
29,20882_thumbnail,24991_thumbnail,64111_thumbnail
30,21232_thumbnail,39425_thumbnail,18896_thumbnail
31,21373_thumbnail,48861_thumbnail,61493_thumbnail
32,21910_thumbnail,9509_thumbnail,39365_thumbnail
33,22221_thumbnail,4211_thumbnail,4_thumbnail
