,train,val,test
0,4_thumbnail,66_thumbnail,970_thumbnail
1,281_thumbnail,2906_thumbnail,1289_thumbnail
2,286_thumbnail,3092_thumbnail,1952_thumbnail
3,431_thumbnail,3511_thumbnail,3098_thumbnail
4,706_thumbnail,4963_thumbnail,3222_thumbnail
5,1020_thumbnail,5992_thumbnail,6175_thumbnail
6,1080_thumbnail,6140_thumbnail,6843_thumbnail
7,1101_thumbnail,10143_thumbnail,6898_thumbnail
8,1252_thumbnail,11557_thumbnail,9154_thumbnail
9,1774_thumbnail,19569_thumbnail,9183_thumbnail
10,1925_thumbnail,20463_thumbnail,9254_thumbnail
11,1943_thumbnail,21303_thumbnail,13364_thumbnail
12,2097_thumbnail,21929_thumbnail,13526_thumbnail
13,2227_thumbnail,26190_thumbnail,15221_thumbnail
14,2391_thumbnail,26950_thumbnail,17487_thumbnail
15,2666_thumbnail,27747_thumbnail,18981_thumbnail
16,2706_thumbnail,27950_thumbnail,20670_thumbnail
17,3055_thumbnail,29331_thumbnail,21373_thumbnail
18,3084_thumbnail,29888_thumbnail,22924_thumbnail
19,3191_thumbnail,30515_thumbnail,23523_thumbnail
20,3264_thumbnail,34649_thumbnail,24023_thumbnail
21,3672_thumbnail,35998_thumbnail,25923_thumbnail
22,3881_thumbnail,36008_thumbnail,25928_thumbnail
23,3997_thumbnail,38535_thumbnail,26862_thumbnail
24,4211_thumbnail,39297_thumbnail,28922_thumbnail
25,4608_thumbnail,40079_thumbnail,30272_thumbnail
26,4797_thumbnail,40129_thumbnail,31473_thumbnail
27,4827_thumbnail,40639_thumbnail,32112_thumbnail
28,4877_thumbnail,42125_thumbnail,38118_thumbnail
29,5015_thumbnail,42296_thumbnail,40124_thumbnail
30,5114_thumbnail,44232_thumbnail,44530_thumbnail
31,5264_thumbnail,46469_thumbnail,45630_thumbnail
32,5265_thumbnail,47105_thumbnail,45725_thumbnail
33,5307_thumbnail,47431_thumbnail,47837_thumbnail
34,5456_thumbnail,48506_thumbnail,47911_thumbnail
35,5851_thumbnail,48550_thumbnail,48502_thumbnail
36,5852_thumbnail,49281_thumbnail,48861_thumbnail
37,5970_thumbnail,50962_thumbnail,50304_thumbnail
38,6281_thumbnail,51499_thumbnail,51021_thumbnail
39,6359_thumbnail,53059_thumbnail,51679_thumbnail
40,6363_thumbnail,53859_thumbnail,52438_thumbnail
41,6449_thumbnail,54928_thumbnail,52612_thumbnail
42,6558_thumbnail,56351_thumbnail,53377_thumbnail
43,6582_thumbnail,56799_thumbnail,55279_thumbnail
44,6793_thumbnail,56861_thumbnail,58895_thumbnail
45,6951_thumbnail,59002_thumbnail,58974_thumbnail
46,7204_thumbnail,61320_thumbnail,59031_thumbnail
