,train,val,test
0,66_thumbnail,1101_thumbnail,4_thumbnail
1,281_thumbnail,1952_thumbnail,1925_thumbnail
2,286_thumbnail,2706_thumbnail,3084_thumbnail
3,431_thumbnail,4211_thumbnail,6449_thumbnail
4,706_thumbnail,4963_thumbnail,8531_thumbnail
5,970_thumbnail,7329_thumbnail,8985_thumbnail
6,1020_thumbnail,9509_thumbnail,9254_thumbnail
7,1080_thumbnail,10246_thumbnail,9658_thumbnail
8,1252_thumbnail,11431_thumbnail,10077_thumbnail
9,1289_thumbnail,13387_thumbnail,11263_thumbnail
10,1774_thumbnail,14051_thumbnail,14127_thumbnail
11,1943_thumbnail,14424_thumbnail,15293_thumbnail
12,2097_thumbnail,15139_thumbnail,15486_thumbnail
13,2227_thumbnail,16042_thumbnail,17365_thumbnail
14,2391_thumbnail,24991_thumbnail,18138_thumbnail
15,2666_thumbnail,25256_thumbnail,18896_thumbnail
16,2906_thumbnail,25928_thumbnail,18981_thumbnail
17,3055_thumbnail,26950_thumbnail,24023_thumbnail
18,3092_thumbnail,29147_thumbnail,26219_thumbnail
19,3098_thumbnail,29915_thumbnail,28028_thumbnail
20,3191_thumbnail,31473_thumbnail,28066_thumbnail
21,3222_thumbnail,32192_thumbnail,28393_thumbnail
22,3264_thumbnail,32432_thumbnail,28562_thumbnail
23,3511_thumbnail,34845_thumbnail,28603_thumbnail
24,3672_thumbnail,38019_thumbnail,30794_thumbnail
25,3881_thumbnail,38901_thumbnail,31383_thumbnail
26,3997_thumbnail,39258_thumbnail,32112_thumbnail
27,4608_thumbnail,39425_thumbnail,33708_thumbnail
28,4797_thumbnail,40079_thumbnail,37655_thumbnail
29,4827_thumbnail,47431_thumbnail,39144_thumbnail
30,4877_thumbnail,47837_thumbnail,39365_thumbnail
31,5015_thumbnail,47911_thumbnail,40124_thumbnail
32,5114_thumbnail,48861_thumbnail,41099_thumbnail
33,5264_thumbnail,49587_thumbnail,43280_thumbnail
34,5265_thumbnail,50048_thumbnail,43390_thumbnail
35,5307_thumbnail,51021_thumbnail,46688_thumbnail
36,5456_thumbnail,51346_thumbnail,46769_thumbnail
37,5851_thumbnail,53859_thumbnail,48502_thumbnail
38,5852_thumbnail,53900_thumbnail,48506_thumbnail
39,5970_thumbnail,57100_thumbnail,49281_thumbnail
40,5992_thumbnail,58895_thumbnail,49872_thumbnail
41,6140_thumbnail,59515_thumbnail,49942_thumbnail
42,6175_thumbnail,61033_thumbnail,49995_thumbnail
43,6281_thumbnail,61320_thumbnail,50712_thumbnail
44,6359_thumbnail,61961_thumbnail,51679_thumbnail
45,6363_thumbnail,63015_thumbnail,52438_thumbnail
46,6558_thumbnail,63298_thumbnail,53377_thumbnail
47,6582_thumbnail,64771_thumbnail,54007_thumbnail
48,6793_thumbnail,65022_thumbnail,61493_thumbnail
49,6843_thumbnail,65094_thumbnail,64111_thumbnail
50,6898_thumbnail,,
51,6951_thumbnail,,
52,7204_thumbnail,,
53,7482_thumbnail,,
54,7490_thumbnail,,
55,8130_thumbnail,,
56,8213_thumbnail,,
57,8240_thumbnail,,
58,8279_thumbnail,,
59,8713_thumbnail,,
60,8805_thumbnail,,
61,9154_thumbnail,,
62,9183_thumbnail,,
63,9341_thumbnail,,
64,9697_thumbnail,,
65,10143_thumbnail,,
66,10252_thumbnail,,
67,10469_thumbnail,,
68,10548_thumbnail,,
69,10642_thumbnail,,
70,10800_thumbnail,,
71,10896_thumbnail,,
72,11417_thumbnail,,
73,11557_thumbnail,,
74,11559_thumbnail,,
75,12159_thumbnail,,
76,12222_thumbnail,,
77,12244_thumbnail,,
78,12442_thumbnail,,
79,12522_thumbnail,,
80,12902_thumbnail,,
81,13364_thumbnail,,
82,13526_thumbnail,,
83,13987_thumbnail,,
84,14039_thumbnail,,
85,14312_thumbnail,,
86,14401_thumbnail,,
87,14532_thumbnail,,
88,14542_thumbnail,,
89,14617_thumbnail,,
90,15188_thumbnail,,
91,15209_thumbnail,,
92,15221_thumbnail,,
93,15231_thumbnail,,
94,15583_thumbnail,,
95,15671_thumbnail,,
96,15742_thumbnail,,
97,15871_thumbnail,,
98,15912_thumbnail,,
99,16064_thumbnail,,
100,16209_thumbnail,,
101,16325_thumbnail,,
102,16876_thumbnail,,
103,16986_thumbnail,,
104,17067_thumbnail,,
105,17174_thumbnail,,
106,17291_thumbnail,,
107,17416_thumbnail,,
108,17487_thumbnail,,
109,17738_thumbnail,,
110,17854_thumbnail,,
111,18014_thumbnail,,
112,18196_thumbnail,,
113,18547_thumbnail,,
114,18568_thumbnail,,
115,18607_thumbnail,,
116,18810_thumbnail,,
117,18813_thumbnail,,
118,18914_thumbnail,,
119,19030_thumbnail,,
120,19157_thumbnail,,
121,19255_thumbnail,,
122,19512_thumbnail,,
123,19569_thumbnail,,
124,20205_thumbnail,,
125,20312_thumbnail,,
126,20316_thumbnail,,
127,20329_thumbnail,,
128,20463_thumbnail,,
129,20670_thumbnail,,
130,20858_thumbnail,,
131,20882_thumbnail,,
132,21232_thumbnail,,
133,21303_thumbnail,,
134,21373_thumbnail,,
135,21432_thumbnail,,
136,21445_thumbnail,,
137,21910_thumbnail,,
138,21929_thumbnail,,
139,22155_thumbnail,,
140,22221_thumbnail,,
141,22290_thumbnail,,
142,22425_thumbnail,,
143,22489_thumbnail,,
144,22654_thumbnail,,
145,22740_thumbnail,,
146,22924_thumbnail,,
147,23523_thumbnail,,
148,23629_thumbnail,,
149,23796_thumbnail,,
150,24507_thumbnail,,
151,24563_thumbnail,,
152,24617_thumbnail,,
153,24759_thumbnail,,
154,25331_thumbnail,,
155,25561_thumbnail,,
156,25604_thumbnail,,
157,25792_thumbnail,,
158,25923_thumbnail,,
159,26025_thumbnail,,
160,26124_thumbnail,,
161,26190_thumbnail,,
162,26533_thumbnail,,
163,26603_thumbnail,,
164,26862_thumbnail,,
165,26939_thumbnail,,
166,27245_thumbnail,,
167,27249_thumbnail,,
168,27315_thumbnail,,
169,27739_thumbnail,,
170,27747_thumbnail,,
171,27851_thumbnail,,
172,27950_thumbnail,,
173,28121_thumbnail,,
174,28519_thumbnail,,
175,28736_thumbnail,,
176,28821_thumbnail,,
177,28922_thumbnail,,
178,29200_thumbnail,,
179,29240_thumbnail,,
180,29331_thumbnail,,
181,29615_thumbnail,,
182,29888_thumbnail,,
183,29904_thumbnail,,
184,30203_thumbnail,,
185,30272_thumbnail,,
186,30369_thumbnail,,
187,30508_thumbnail,,
188,30515_thumbnail,,
189,30712_thumbnail,,
190,30738_thumbnail,,
191,30792_thumbnail,,
192,30868_thumbnail,,
193,30986_thumbnail,,
194,31033_thumbnail,,
195,31297_thumbnail,,
196,31300_thumbnail,,
197,31333_thumbnail,,
198,31793_thumbnail,,
199,32032_thumbnail,,
200,32035_thumbnail,,
201,32042_thumbnail,,
202,32596_thumbnail,,
203,32636_thumbnail,,
204,33839_thumbnail,,
205,33976_thumbnail,,
206,33984_thumbnail,,
207,34247_thumbnail,,
208,34277_thumbnail,,
209,34508_thumbnail,,
210,34649_thumbnail,,
211,34688_thumbnail,,
212,34690_thumbnail,,
213,34720_thumbnail,,
214,34822_thumbnail,,
215,35197_thumbnail,,
216,35239_thumbnail,,
217,35592_thumbnail,,
218,35652_thumbnail,,
219,35754_thumbnail,,
220,35792_thumbnail,,
221,35909_thumbnail,,
222,35953_thumbnail,,
223,35998_thumbnail,,
224,36008_thumbnail,,
225,36063_thumbnail,,
226,36204_thumbnail,,
227,36499_thumbnail,,
228,36513_thumbnail,,
229,36639_thumbnail,,
230,36678_thumbnail,,
231,37190_thumbnail,,
232,37307_thumbnail,,
233,37367_thumbnail,,
234,38018_thumbnail,,
235,38041_thumbnail,,
236,38048_thumbnail,,
237,38097_thumbnail,,
238,38118_thumbnail,,
239,38349_thumbnail,,
240,38366_thumbnail,,
241,38479_thumbnail,,
242,38535_thumbnail,,
243,38647_thumbnail,,
244,38669_thumbnail,,
245,38687_thumbnail,,
246,39146_thumbnail,,
247,39172_thumbnail,,
248,39208_thumbnail,,
249,39252_thumbnail,,
250,39255_thumbnail,,
251,39269_thumbnail,,
252,39297_thumbnail,,
253,39728_thumbnail,,
254,39880_thumbnail,,
255,39893_thumbnail,,
256,39990_thumbnail,,
257,40129_thumbnail,,
258,40503_thumbnail,,
259,40639_thumbnail,,
260,40888_thumbnail,,
261,41801_thumbnail,,
262,42125_thumbnail,,
263,42260_thumbnail,,
264,42296_thumbnail,,
265,42549_thumbnail,,
266,43432_thumbnail,,
267,43671_thumbnail,,
268,43796_thumbnail,,
269,43815_thumbnail,,
270,43875_thumbnail,,
271,43998_thumbnail,,
272,44232_thumbnail,,
273,44283_thumbnail,,
274,44432_thumbnail,,
275,44530_thumbnail,,
276,44581_thumbnail,,
277,44700_thumbnail,,
278,44804_thumbnail,,
279,44962_thumbnail,,
280,44976_thumbnail,,
281,45104_thumbnail,,
282,45185_thumbnail,,
283,45630_thumbnail,,
284,45725_thumbnail,,
285,45990_thumbnail,,
286,46444_thumbnail,,
287,46543_thumbnail,,
288,46815_thumbnail,,
289,47105_thumbnail,,
290,50246_thumbnail,,
291,50304_thumbnail,,
292,50962_thumbnail,,
293,51032_thumbnail,,
294,51128_thumbnail,,
