,train,val,test
0,286_thumbnail,6793_thumbnail,3511_thumbnail
1,1943_thumbnail,13526_thumbnail,10246_thumbnail
2,1952_thumbnail,15742_thumbnail,10800_thumbnail
3,2666_thumbnail,19030_thumbnail,14401_thumbnail
4,2906_thumbnail,22425_thumbnail,15188_thumbnail
5,3191_thumbnail,26950_thumbnail,15486_thumbnail
6,3222_thumbnail,32432_thumbnail,15912_thumbnail
7,4608_thumbnail,38687_thumbnail,20205_thumbnail
8,4827_thumbnail,40124_thumbnail,21373_thumbnail
9,4877_thumbnail,42296_thumbnail,25928_thumbnail
10,5265_thumbnail,43998_thumbnail,35197_thumbnail
11,5970_thumbnail,44283_thumbnail,38647_thumbnail
12,6281_thumbnail,44700_thumbnail,42549_thumbnail
13,6359_thumbnail,45990_thumbnail,44962_thumbnail
14,6363_thumbnail,49995_thumbnail,52375_thumbnail
15,6449_thumbnail,50048_thumbnail,54408_thumbnail
16,7204_thumbnail,51128_thumbnail,56861_thumbnail
17,7329_thumbnail,55279_thumbnail,58947_thumbnail
18,7482_thumbnail,56875_thumbnail,60936_thumbnail
19,7490_thumbnail,56947_thumbnail,60988_thumbnail
20,8279_thumbnail,63165_thumbnail,61823_thumbnail
21,8531_thumbnail,,
22,9658_thumbnail,,
23,10077_thumbnail,,
24,10469_thumbnail,,
25,10548_thumbnail,,
26,11263_thumbnail,,
27,11431_thumbnail,,
28,12222_thumbnail,,
29,12442_thumbnail,,
30,12522_thumbnail,,
31,12902_thumbnail,,
32,13987_thumbnail,,
33,14051_thumbnail,,
34,14424_thumbnail,,
35,14617_thumbnail,,
36,15231_thumbnail,,
37,15671_thumbnail,,
38,16064_thumbnail,,
39,16325_thumbnail,,
40,16876_thumbnail,,
41,17067_thumbnail,,
42,17291_thumbnail,,
43,17487_thumbnail,,
44,17738_thumbnail,,
45,18014_thumbnail,,
46,18138_thumbnail,,
47,18607_thumbnail,,
48,18810_thumbnail,,
49,18813_thumbnail,,
50,19569_thumbnail,,
51,20882_thumbnail,,
52,21232_thumbnail,,
53,21910_thumbnail,,
54,21929_thumbnail,,
55,22155_thumbnail,,
56,22221_thumbnail,,
57,22290_thumbnail,,
58,22489_thumbnail,,
59,22740_thumbnail,,
60,22924_thumbnail,,
61,23629_thumbnail,,
62,24023_thumbnail,,
63,24563_thumbnail,,
64,25604_thumbnail,,
65,25923_thumbnail,,
66,26219_thumbnail,,
67,26533_thumbnail,,
68,26939_thumbnail,,
69,27315_thumbnail,,
70,27851_thumbnail,,
71,28066_thumbnail,,
72,28603_thumbnail,,
73,28736_thumbnail,,
74,29615_thumbnail,,
75,29915_thumbnail,,
76,30203_thumbnail,,
77,30272_thumbnail,,
78,30369_thumbnail,,
79,30515_thumbnail,,
80,30712_thumbnail,,
81,30792_thumbnail,,
82,31033_thumbnail,,
83,31383_thumbnail,,
84,32032_thumbnail,,
85,32042_thumbnail,,
86,32636_thumbnail,,
87,33984_thumbnail,,
88,34690_thumbnail,,
89,34822_thumbnail,,
90,35754_thumbnail,,
91,35909_thumbnail,,
92,35953_thumbnail,,
93,36063_thumbnail,,
94,38118_thumbnail,,
95,38349_thumbnail,,
96,38479_thumbnail,,
97,38669_thumbnail,,
98,38901_thumbnail,,
99,39269_thumbnail,,
100,39880_thumbnail,,
101,40079_thumbnail,,
102,40129_thumbnail,,
103,40503_thumbnail,,
104,40888_thumbnail,,
105,42125_thumbnail,,
106,43280_thumbnail,,
107,43796_thumbnail,,
108,44232_thumbnail,,
109,44581_thumbnail,,
110,44804_thumbnail,,
111,44976_thumbnail,,
112,45630_thumbnail,,
113,45725_thumbnail,,
114,46444_thumbnail,,
115,46543_thumbnail,,
116,46688_thumbnail,,
117,46769_thumbnail,,
118,47105_thumbnail,,
119,49942_thumbnail,,
120,50246_thumbnail,,
121,50304_thumbnail,,
122,50962_thumbnail,,
123,51032_thumbnail,,
