,train,val,test
0,286_thumbnail,2906_thumbnail,4827_thumbnail
1,1943_thumbnail,5265_thumbnail,12522_thumbnail
2,1952_thumbnail,10469_thumbnail,13987_thumbnail
3,2666_thumbnail,13526_thumbnail,15188_thumbnail
4,3191_thumbnail,14051_thumbnail,15742_thumbnail
5,3222_thumbnail,16064_thumbnail,22221_thumbnail
6,3511_thumbnail,19569_thumbnail,22425_thumbnail
7,4608_thumbnail,20205_thumbnail,28603_thumbnail
8,4877_thumbnail,21929_thumbnail,29915_thumbnail
9,5970_thumbnail,22290_thumbnail,31383_thumbnail
10,6281_thumbnail,25604_thumbnail,44581_thumbnail
11,6359_thumbnail,25923_thumbnail,46444_thumbnail
12,6363_thumbnail,30369_thumbnail,48506_thumbnail
13,6449_thumbnail,34690_thumbnail,51215_thumbnail
14,6793_thumbnail,38901_thumbnail,52836_thumbnail
15,7204_thumbnail,43998_thumbnail,54408_thumbnail
16,7329_thumbnail,44804_thumbnail,56875_thumbnail
17,7482_thumbnail,44976_thumbnail,59900_thumbnail
18,7490_thumbnail,51128_thumbnail,63015_thumbnail
19,8279_thumbnail,53402_thumbnail,63836_thumbnail
20,8531_thumbnail,56861_thumbnail,64824_thumbnail
21,9658_thumbnail,,
22,10077_thumbnail,,
23,10246_thumbnail,,
24,10548_thumbnail,,
25,10800_thumbnail,,
26,11263_thumbnail,,
27,11431_thumbnail,,
28,12222_thumbnail,,
29,12442_thumbnail,,
30,12902_thumbnail,,
31,14401_thumbnail,,
32,14424_thumbnail,,
33,14617_thumbnail,,
34,15231_thumbnail,,
35,15486_thumbnail,,
36,15671_thumbnail,,
37,15912_thumbnail,,
38,16325_thumbnail,,
39,16876_thumbnail,,
40,17067_thumbnail,,
41,17291_thumbnail,,
42,17487_thumbnail,,
43,17738_thumbnail,,
44,18014_thumbnail,,
45,18138_thumbnail,,
46,18607_thumbnail,,
47,18810_thumbnail,,
48,18813_thumbnail,,
49,19030_thumbnail,,
50,20882_thumbnail,,
51,21232_thumbnail,,
52,21373_thumbnail,,
53,21910_thumbnail,,
54,22155_thumbnail,,
55,22489_thumbnail,,
56,22740_thumbnail,,
57,22924_thumbnail,,
58,23629_thumbnail,,
59,24023_thumbnail,,
60,24563_thumbnail,,
61,25928_thumbnail,,
62,26219_thumbnail,,
63,26533_thumbnail,,
64,26939_thumbnail,,
65,26950_thumbnail,,
66,27315_thumbnail,,
67,27851_thumbnail,,
68,28066_thumbnail,,
69,28736_thumbnail,,
70,29615_thumbnail,,
71,30203_thumbnail,,
72,30272_thumbnail,,
73,30515_thumbnail,,
74,30712_thumbnail,,
75,30792_thumbnail,,
76,31033_thumbnail,,
77,32032_thumbnail,,
78,32042_thumbnail,,
79,32432_thumbnail,,
80,32636_thumbnail,,
81,33984_thumbnail,,
82,34822_thumbnail,,
83,35197_thumbnail,,
84,35754_thumbnail,,
85,35909_thumbnail,,
86,35953_thumbnail,,
87,36063_thumbnail,,
88,38118_thumbnail,,
89,38349_thumbnail,,
90,38479_thumbnail,,
91,38647_thumbnail,,
92,38669_thumbnail,,
93,38687_thumbnail,,
94,39269_thumbnail,,
95,39880_thumbnail,,
96,40079_thumbnail,,
97,40124_thumbnail,,
98,40129_thumbnail,,
99,40503_thumbnail,,
100,40888_thumbnail,,
101,42125_thumbnail,,
102,42296_thumbnail,,
103,42549_thumbnail,,
104,43280_thumbnail,,
105,43796_thumbnail,,
106,44232_thumbnail,,
107,44283_thumbnail,,
108,44700_thumbnail,,
109,44962_thumbnail,,
110,45630_thumbnail,,
111,45725_thumbnail,,
112,45990_thumbnail,,
113,46543_thumbnail,,
114,46688_thumbnail,,
115,46769_thumbnail,,
116,47105_thumbnail,,
117,47960_thumbnail,,
118,49942_thumbnail,,
119,49995_thumbnail,,
120,50048_thumbnail,,
121,50246_thumbnail,,
122,50304_thumbnail,,
123,51346_thumbnail,,
