,train,val,test
0,286_thumbnail,4877_thumbnail,1943_thumbnail
1,1952_thumbnail,8279_thumbnail,2666_thumbnail
2,2906_thumbnail,8531_thumbnail,15231_thumbnail
3,3191_thumbnail,9658_thumbnail,15742_thumbnail
4,3222_thumbnail,10246_thumbnail,17487_thumbnail
5,3511_thumbnail,12522_thumbnail,24563_thumbnail
6,4608_thumbnail,13987_thumbnail,26939_thumbnail
7,4827_thumbnail,15486_thumbnail,27851_thumbnail
8,5265_thumbnail,19569_thumbnail,32042_thumbnail
9,5970_thumbnail,25923_thumbnail,34690_thumbnail
10,6281_thumbnail,30272_thumbnail,40888_thumbnail
11,6359_thumbnail,35754_thumbnail,42296_thumbnail
12,6363_thumbnail,39269_thumbnail,46769_thumbnail
13,6449_thumbnail,40079_thumbnail,51215_thumbnail
14,6793_thumbnail,44232_thumbnail,53859_thumbnail
15,7204_thumbnail,46543_thumbnail,56947_thumbnail
16,7329_thumbnail,51499_thumbnail,57598_thumbnail
17,7482_thumbnail,52420_thumbnail,59002_thumbnail
18,7490_thumbnail,52752_thumbnail,59900_thumbnail
19,10077_thumbnail,52836_thumbnail,60936_thumbnail
20,10469_thumbnail,63367_thumbnail,63015_thumbnail
21,10548_thumbnail,,
22,10800_thumbnail,,
23,11263_thumbnail,,
24,11431_thumbnail,,
25,12222_thumbnail,,
26,12442_thumbnail,,
27,12902_thumbnail,,
28,13526_thumbnail,,
29,14051_thumbnail,,
30,14401_thumbnail,,
31,14424_thumbnail,,
32,14617_thumbnail,,
33,15188_thumbnail,,
34,15671_thumbnail,,
35,15912_thumbnail,,
36,16064_thumbnail,,
37,16325_thumbnail,,
38,16876_thumbnail,,
39,17067_thumbnail,,
40,17291_thumbnail,,
41,17738_thumbnail,,
42,18014_thumbnail,,
43,18138_thumbnail,,
44,18607_thumbnail,,
45,18810_thumbnail,,
46,18813_thumbnail,,
47,19030_thumbnail,,
48,20205_thumbnail,,
49,20882_thumbnail,,
50,21232_thumbnail,,
51,21373_thumbnail,,
52,21910_thumbnail,,
53,21929_thumbnail,,
54,22155_thumbnail,,
55,22221_thumbnail,,
56,22290_thumbnail,,
57,22425_thumbnail,,
58,22489_thumbnail,,
59,22740_thumbnail,,
60,22924_thumbnail,,
61,23629_thumbnail,,
62,24023_thumbnail,,
63,25604_thumbnail,,
64,25928_thumbnail,,
65,26219_thumbnail,,
66,26533_thumbnail,,
67,26950_thumbnail,,
68,27315_thumbnail,,
69,28066_thumbnail,,
70,28603_thumbnail,,
71,28736_thumbnail,,
72,29615_thumbnail,,
73,29915_thumbnail,,
74,30203_thumbnail,,
75,30369_thumbnail,,
76,30515_thumbnail,,
77,30712_thumbnail,,
78,30792_thumbnail,,
79,31033_thumbnail,,
80,31383_thumbnail,,
81,32032_thumbnail,,
82,32432_thumbnail,,
83,32636_thumbnail,,
84,33984_thumbnail,,
85,34822_thumbnail,,
86,35197_thumbnail,,
87,35909_thumbnail,,
88,35953_thumbnail,,
89,36063_thumbnail,,
90,38118_thumbnail,,
91,38349_thumbnail,,
92,38479_thumbnail,,
93,38647_thumbnail,,
94,38669_thumbnail,,
95,38687_thumbnail,,
96,38901_thumbnail,,
97,39880_thumbnail,,
98,40124_thumbnail,,
99,40129_thumbnail,,
100,40503_thumbnail,,
101,42125_thumbnail,,
102,42549_thumbnail,,
103,43280_thumbnail,,
104,43796_thumbnail,,
105,43998_thumbnail,,
106,44283_thumbnail,,
107,44581_thumbnail,,
108,44700_thumbnail,,
109,44804_thumbnail,,
110,44962_thumbnail,,
111,44976_thumbnail,,
112,45630_thumbnail,,
113,45725_thumbnail,,
114,45990_thumbnail,,
115,46444_thumbnail,,
116,46688_thumbnail,,
117,47105_thumbnail,,
118,47960_thumbnail,,
119,48506_thumbnail,,
120,49942_thumbnail,,
121,49995_thumbnail,,
122,50048_thumbnail,,
123,50246_thumbnail,,
