,train,val,test
0,286_thumbnail,1952_thumbnail,1943_thumbnail
1,2666_thumbnail,7482_thumbnail,3511_thumbnail
2,2906_thumbnail,18138_thumbnail,15742_thumbnail
3,3191_thumbnail,21929_thumbnail,19030_thumbnail
4,3222_thumbnail,26533_thumbnail,20882_thumbnail
5,4608_thumbnail,26939_thumbnail,25604_thumbnail
6,4827_thumbnail,29615_thumbnail,26219_thumbnail
7,4877_thumbnail,30272_thumbnail,27315_thumbnail
8,5265_thumbnail,31383_thumbnail,28066_thumbnail
9,5970_thumbnail,32032_thumbnail,30203_thumbnail
10,6281_thumbnail,34690_thumbnail,30792_thumbnail
11,6359_thumbnail,38647_thumbnail,32042_thumbnail
12,6363_thumbnail,38669_thumbnail,42125_thumbnail
13,6449_thumbnail,40124_thumbnail,42549_thumbnail
14,6793_thumbnail,44232_thumbnail,44283_thumbnail
15,7204_thumbnail,44976_thumbnail,50962_thumbnail
16,7329_thumbnail,52846_thumbnail,52420_thumbnail
17,7490_thumbnail,53098_thumbnail,54408_thumbnail
18,8279_thumbnail,53402_thumbnail,56861_thumbnail
19,8531_thumbnail,53859_thumbnail,56875_thumbnail
20,9658_thumbnail,63429_thumbnail,59760_thumbnail
21,10077_thumbnail,,
22,10246_thumbnail,,
23,10469_thumbnail,,
24,10548_thumbnail,,
25,10800_thumbnail,,
26,11263_thumbnail,,
27,11431_thumbnail,,
28,12222_thumbnail,,
29,12442_thumbnail,,
30,12522_thumbnail,,
31,12902_thumbnail,,
32,13526_thumbnail,,
33,13987_thumbnail,,
34,14051_thumbnail,,
35,14401_thumbnail,,
36,14424_thumbnail,,
37,14617_thumbnail,,
38,15188_thumbnail,,
39,15231_thumbnail,,
40,15486_thumbnail,,
41,15671_thumbnail,,
42,15912_thumbnail,,
43,16064_thumbnail,,
44,16325_thumbnail,,
45,16876_thumbnail,,
46,17067_thumbnail,,
47,17291_thumbnail,,
48,17487_thumbnail,,
49,17738_thumbnail,,
50,18014_thumbnail,,
51,18607_thumbnail,,
52,18810_thumbnail,,
53,18813_thumbnail,,
54,19569_thumbnail,,
55,20205_thumbnail,,
56,21232_thumbnail,,
57,21373_thumbnail,,
58,21910_thumbnail,,
59,22155_thumbnail,,
60,22221_thumbnail,,
61,22290_thumbnail,,
62,22425_thumbnail,,
63,22489_thumbnail,,
64,22740_thumbnail,,
65,22924_thumbnail,,
66,23629_thumbnail,,
67,24023_thumbnail,,
68,24563_thumbnail,,
69,25923_thumbnail,,
70,25928_thumbnail,,
71,26950_thumbnail,,
72,27851_thumbnail,,
73,28603_thumbnail,,
74,28736_thumbnail,,
75,29915_thumbnail,,
76,30369_thumbnail,,
77,30515_thumbnail,,
78,30712_thumbnail,,
79,31033_thumbnail,,
80,32432_thumbnail,,
81,32636_thumbnail,,
82,33984_thumbnail,,
83,34822_thumbnail,,
84,35197_thumbnail,,
85,35754_thumbnail,,
86,35909_thumbnail,,
87,35953_thumbnail,,
88,36063_thumbnail,,
89,38118_thumbnail,,
90,38349_thumbnail,,
91,38479_thumbnail,,
92,38687_thumbnail,,
93,38901_thumbnail,,
94,39269_thumbnail,,
95,39880_thumbnail,,
96,40079_thumbnail,,
97,40129_thumbnail,,
98,40503_thumbnail,,
99,40888_thumbnail,,
100,42296_thumbnail,,
101,43280_thumbnail,,
102,43796_thumbnail,,
103,43998_thumbnail,,
104,44581_thumbnail,,
105,44700_thumbnail,,
106,44804_thumbnail,,
107,44962_thumbnail,,
108,45630_thumbnail,,
109,45725_thumbnail,,
110,45990_thumbnail,,
111,46444_thumbnail,,
112,46543_thumbnail,,
113,46688_thumbnail,,
114,46769_thumbnail,,
115,47105_thumbnail,,
116,47960_thumbnail,,
117,48506_thumbnail,,
118,49942_thumbnail,,
119,49995_thumbnail,,
120,50048_thumbnail,,
121,50246_thumbnail,,
122,51346_thumbnail,,
123,52259_thumbnail,,
