,train,val,test
0,286_thumbnail,4608_thumbnail,2666_thumbnail
1,1943_thumbnail,6793_thumbnail,6449_thumbnail
2,1952_thumbnail,9658_thumbnail,12522_thumbnail
3,2906_thumbnail,15742_thumbnail,13987_thumbnail
4,3191_thumbnail,18138_thumbnail,18813_thumbnail
5,3222_thumbnail,30369_thumbnail,19030_thumbnail
6,3511_thumbnail,31033_thumbnail,21373_thumbnail
7,4827_thumbnail,38901_thumbnail,25604_thumbnail
8,4877_thumbnail,40129_thumbnail,26533_thumbnail
9,5265_thumbnail,40888_thumbnail,32636_thumbnail
10,5970_thumbnail,44581_thumbnail,34822_thumbnail
11,6281_thumbnail,44962_thumbnail,35754_thumbnail
12,6359_thumbnail,45725_thumbnail,36063_thumbnail
13,6363_thumbnail,46688_thumbnail,46543_thumbnail
14,7204_thumbnail,47105_thumbnail,51032_thumbnail
15,7329_thumbnail,51128_thumbnail,51346_thumbnail
16,7482_thumbnail,52752_thumbnail,53098_thumbnail
17,7490_thumbnail,53859_thumbnail,53377_thumbnail
18,8279_thumbnail,54928_thumbnail,55279_thumbnail
19,8531_thumbnail,60928_thumbnail,58947_thumbnail
20,10077_thumbnail,63015_thumbnail,61320_thumbnail
21,10246_thumbnail,,
22,10469_thumbnail,,
23,10548_thumbnail,,
24,10800_thumbnail,,
25,11263_thumbnail,,
26,11431_thumbnail,,
27,12222_thumbnail,,
28,12442_thumbnail,,
29,12902_thumbnail,,
30,13526_thumbnail,,
31,14051_thumbnail,,
32,14401_thumbnail,,
33,14424_thumbnail,,
34,14617_thumbnail,,
35,15188_thumbnail,,
36,15231_thumbnail,,
37,15486_thumbnail,,
38,15671_thumbnail,,
39,15912_thumbnail,,
40,16064_thumbnail,,
41,16325_thumbnail,,
42,16876_thumbnail,,
43,17067_thumbnail,,
44,17291_thumbnail,,
45,17487_thumbnail,,
46,17738_thumbnail,,
47,18014_thumbnail,,
48,18607_thumbnail,,
49,18810_thumbnail,,
50,19569_thumbnail,,
51,20205_thumbnail,,
52,20882_thumbnail,,
53,21232_thumbnail,,
54,21910_thumbnail,,
55,21929_thumbnail,,
56,22155_thumbnail,,
57,22221_thumbnail,,
58,22290_thumbnail,,
59,22425_thumbnail,,
60,22489_thumbnail,,
61,22740_thumbnail,,
62,22924_thumbnail,,
63,23629_thumbnail,,
64,24023_thumbnail,,
65,24563_thumbnail,,
66,25923_thumbnail,,
67,25928_thumbnail,,
68,26219_thumbnail,,
69,26939_thumbnail,,
70,26950_thumbnail,,
71,27315_thumbnail,,
72,27851_thumbnail,,
73,28066_thumbnail,,
74,28603_thumbnail,,
75,28736_thumbnail,,
76,29615_thumbnail,,
77,29915_thumbnail,,
78,30203_thumbnail,,
79,30272_thumbnail,,
80,30515_thumbnail,,
81,30712_thumbnail,,
82,30792_thumbnail,,
83,31383_thumbnail,,
84,32032_thumbnail,,
85,32042_thumbnail,,
86,32432_thumbnail,,
87,33984_thumbnail,,
88,34690_thumbnail,,
89,35197_thumbnail,,
90,35909_thumbnail,,
91,35953_thumbnail,,
92,38118_thumbnail,,
93,38349_thumbnail,,
94,38479_thumbnail,,
95,38647_thumbnail,,
96,38669_thumbnail,,
97,38687_thumbnail,,
98,39269_thumbnail,,
99,39880_thumbnail,,
100,40079_thumbnail,,
101,40124_thumbnail,,
102,40503_thumbnail,,
103,42125_thumbnail,,
104,42296_thumbnail,,
105,42549_thumbnail,,
106,43280_thumbnail,,
107,43796_thumbnail,,
108,43998_thumbnail,,
109,44232_thumbnail,,
110,44283_thumbnail,,
111,44700_thumbnail,,
112,44804_thumbnail,,
113,44976_thumbnail,,
114,45630_thumbnail,,
115,45990_thumbnail,,
116,46444_thumbnail,,
117,46769_thumbnail,,
118,47960_thumbnail,,
119,49942_thumbnail,,
120,49995_thumbnail,,
121,50048_thumbnail,,
122,50246_thumbnail,,
123,50304_thumbnail,,
