,train,val,test
0,286_thumbnail,2666_thumbnail,1952_thumbnail
1,1943_thumbnail,2906_thumbnail,4877_thumbnail
2,3191_thumbnail,8531_thumbnail,6281_thumbnail
3,3222_thumbnail,12222_thumbnail,7204_thumbnail
4,3511_thumbnail,13987_thumbnail,10077_thumbnail
5,4608_thumbnail,15671_thumbnail,11263_thumbnail
6,4827_thumbnail,23629_thumbnail,12442_thumbnail
7,5265_thumbnail,24563_thumbnail,15486_thumbnail
8,5970_thumbnail,26219_thumbnail,17738_thumbnail
9,6359_thumbnail,27315_thumbnail,22425_thumbnail
10,6363_thumbnail,32032_thumbnail,26533_thumbnail
11,6449_thumbnail,34822_thumbnail,26939_thumbnail
12,6793_thumbnail,40129_thumbnail,27851_thumbnail
13,7329_thumbnail,46543_thumbnail,39880_thumbnail
14,7482_thumbnail,49995_thumbnail,40079_thumbnail
15,7490_thumbnail,52108_thumbnail,47105_thumbnail
16,8279_thumbnail,52836_thumbnail,49942_thumbnail
17,9658_thumbnail,54408_thumbnail,52752_thumbnail
18,10246_thumbnail,59515_thumbnail,56947_thumbnail
19,10469_thumbnail,63367_thumbnail,60936_thumbnail
20,10548_thumbnail,63836_thumbnail,63429_thumbnail
21,10800_thumbnail,,
22,11431_thumbnail,,
23,12522_thumbnail,,
24,12902_thumbnail,,
25,13526_thumbnail,,
26,14051_thumbnail,,
27,14401_thumbnail,,
28,14424_thumbnail,,
29,14617_thumbnail,,
30,15188_thumbnail,,
31,15231_thumbnail,,
32,15742_thumbnail,,
33,15912_thumbnail,,
34,16064_thumbnail,,
35,16325_thumbnail,,
36,16876_thumbnail,,
37,17067_thumbnail,,
38,17291_thumbnail,,
39,17487_thumbnail,,
40,18014_thumbnail,,
41,18138_thumbnail,,
42,18607_thumbnail,,
43,18810_thumbnail,,
44,18813_thumbnail,,
45,19030_thumbnail,,
46,19569_thumbnail,,
47,20205_thumbnail,,
48,20882_thumbnail,,
49,21232_thumbnail,,
50,21373_thumbnail,,
51,21910_thumbnail,,
52,21929_thumbnail,,
53,22155_thumbnail,,
54,22221_thumbnail,,
55,22290_thumbnail,,
56,22489_thumbnail,,
57,22740_thumbnail,,
58,22924_thumbnail,,
59,24023_thumbnail,,
60,25604_thumbnail,,
61,25923_thumbnail,,
62,25928_thumbnail,,
63,26950_thumbnail,,
64,28066_thumbnail,,
65,28603_thumbnail,,
66,28736_thumbnail,,
67,29615_thumbnail,,
68,29915_thumbnail,,
69,30203_thumbnail,,
70,30272_thumbnail,,
71,30369_thumbnail,,
72,30515_thumbnail,,
73,30712_thumbnail,,
74,30792_thumbnail,,
75,31033_thumbnail,,
76,31383_thumbnail,,
77,32042_thumbnail,,
78,32432_thumbnail,,
79,32636_thumbnail,,
80,33984_thumbnail,,
81,34690_thumbnail,,
82,35197_thumbnail,,
83,35754_thumbnail,,
84,35909_thumbnail,,
85,35953_thumbnail,,
86,36063_thumbnail,,
87,38118_thumbnail,,
88,38349_thumbnail,,
89,38479_thumbnail,,
90,38647_thumbnail,,
91,38669_thumbnail,,
92,38687_thumbnail,,
93,38901_thumbnail,,
94,39269_thumbnail,,
95,40124_thumbnail,,
96,40503_thumbnail,,
97,40888_thumbnail,,
98,42125_thumbnail,,
99,42296_thumbnail,,
100,42549_thumbnail,,
101,43280_thumbnail,,
102,43796_thumbnail,,
103,43998_thumbnail,,
104,44232_thumbnail,,
105,44283_thumbnail,,
106,44581_thumbnail,,
107,44700_thumbnail,,
108,44804_thumbnail,,
109,44962_thumbnail,,
110,44976_thumbnail,,
111,45630_thumbnail,,
112,45725_thumbnail,,
113,45990_thumbnail,,
114,46444_thumbnail,,
115,46688_thumbnail,,
116,46769_thumbnail,,
117,47960_thumbnail,,
118,48506_thumbnail,,
119,50048_thumbnail,,
120,50246_thumbnail,,
121,50304_thumbnail,,
122,51346_thumbnail,,
123,52259_thumbnail,,
