,train,val,test
0,286_thumbnail,15671_thumbnail,25604_thumbnail
1,2666_thumbnail,51128_thumbnail,30792_thumbnail
2,2906_thumbnail,11431_thumbnail,21373_thumbnail
3,3222_thumbnail,53900_thumbnail,7204_thumbnail
4,3511_thumbnail,17487_thumbnail,33984_thumbnail
5,4608_thumbnail,26939_thumbnail,7329_thumbnail
6,5265_thumbnail,40079_thumbnail,32636_thumbnail
7,6281_thumbnail,46688_thumbnail,10469_thumbnail
8,6363_thumbnail,60928_thumbnail,52846_thumbnail
9,6793_thumbnail,20882_thumbnail,43280_thumbnail
10,7490_thumbnail,31383_thumbnail,45630_thumbnail
11,8531_thumbnail,56875_thumbnail,12902_thumbnail
12,10077_thumbnail,59515_thumbnail,26219_thumbnail
13,10246_thumbnail,11263_thumbnail,39880_thumbnail
14,10800_thumbnail,14051_thumbnail,46769_thumbnail
15,12522_thumbnail,57598_thumbnail,22155_thumbnail
16,14401_thumbnail,30203_thumbnail,9658_thumbnail
17,14424_thumbnail,38349_thumbnail,26950_thumbnail
18,14617_thumbnail,44283_thumbnail,27315_thumbnail
19,15188_thumbnail,52259_thumbnail,29615_thumbnail
20,15742_thumbnail,64824_thumbnail,17067_thumbnail
21,15912_thumbnail,,
22,16064_thumbnail,,
23,17738_thumbnail,,
24,18138_thumbnail,,
25,18607_thumbnail,,
26,18810_thumbnail,,
27,19030_thumbnail,,
28,19569_thumbnail,,
29,21232_thumbnail,,
30,21910_thumbnail,,
31,22221_thumbnail,,
32,22740_thumbnail,,
33,22924_thumbnail,,
34,23629_thumbnail,,
35,24023_thumbnail,,
36,27851_thumbnail,,
37,28066_thumbnail,,
38,28736_thumbnail,,
39,30515_thumbnail,,
40,30712_thumbnail,,
41,32042_thumbnail,,
42,32432_thumbnail,,
43,34690_thumbnail,,
44,34822_thumbnail,,
45,35754_thumbnail,,
46,35909_thumbnail,,
47,35953_thumbnail,,
48,38118_thumbnail,,
49,38479_thumbnail,,
50,38647_thumbnail,,
51,38901_thumbnail,,
52,39269_thumbnail,,
53,40124_thumbnail,,
54,40503_thumbnail,,
55,43998_thumbnail,,
56,44232_thumbnail,,
57,44700_thumbnail,,
58,44804_thumbnail,,
59,44962_thumbnail,,
60,46444_thumbnail,,
61,47105_thumbnail,,
62,49942_thumbnail,,
63,49995_thumbnail,,
64,50048_thumbnail,,
65,50246_thumbnail,,
66,50304_thumbnail,,
67,50962_thumbnail,,
68,51032_thumbnail,,
69,51215_thumbnail,,
70,1943_thumbnail,,
71,1952_thumbnail,,
72,3191_thumbnail,,
73,4827_thumbnail,,
74,4877_thumbnail,,
75,5970_thumbnail,,
76,6359_thumbnail,,
77,6449_thumbnail,,
78,7482_thumbnail,,
79,8279_thumbnail,,
80,10548_thumbnail,,
81,12222_thumbnail,,
82,12442_thumbnail,,
83,13526_thumbnail,,
84,13987_thumbnail,,
85,15231_thumbnail,,
86,15486_thumbnail,,
87,16325_thumbnail,,
88,16876_thumbnail,,
89,17291_thumbnail,,
90,18014_thumbnail,,
91,18813_thumbnail,,
92,20205_thumbnail,,
93,21929_thumbnail,,
94,22290_thumbnail,,
95,22425_thumbnail,,
96,22489_thumbnail,,
97,24563_thumbnail,,
98,25923_thumbnail,,
99,25928_thumbnail,,
100,26533_thumbnail,,
101,28603_thumbnail,,
102,29915_thumbnail,,
103,30272_thumbnail,,
104,30369_thumbnail,,
105,31033_thumbnail,,
106,32032_thumbnail,,
107,35197_thumbnail,,
108,36063_thumbnail,,
109,38669_thumbnail,,
110,38687_thumbnail,,
111,40129_thumbnail,,
112,40888_thumbnail,,
113,42125_thumbnail,,
114,42296_thumbnail,,
115,42549_thumbnail,,
116,43796_thumbnail,,
117,44581_thumbnail,,
118,44976_thumbnail,,
119,45725_thumbnail,,
120,45990_thumbnail,,
121,46543_thumbnail,,
122,47960_thumbnail,,
123,48506_thumbnail,,
