,train,val,test
0,286_thumbnail,52846_thumbnail,11431_thumbnail
1,2906_thumbnail,12522_thumbnail,50246_thumbnail
2,3222_thumbnail,34822_thumbnail,2666_thumbnail
3,3511_thumbnail,4608_thumbnail,64771_thumbnail
4,5265_thumbnail,10469_thumbnail,44232_thumbnail
5,6363_thumbnail,50962_thumbnail,16064_thumbnail
6,6793_thumbnail,27851_thumbnail,6281_thumbnail
7,7329_thumbnail,7204_thumbnail,44700_thumbnail
8,7490_thumbnail,19569_thumbnail,53900_thumbnail
9,8531_thumbnail,35754_thumbnail,57711_thumbnail
10,10077_thumbnail,25604_thumbnail,39269_thumbnail
11,10246_thumbnail,53402_thumbnail,51499_thumbnail
12,10800_thumbnail,18014_thumbnail,20205_thumbnail
13,12902_thumbnail,30272_thumbnail,27315_thumbnail
14,14401_thumbnail,63289_thumbnail,9658_thumbnail
15,14424_thumbnail,4877_thumbnail,42296_thumbnail
16,14617_thumbnail,44581_thumbnail,13526_thumbnail
17,15188_thumbnail,52375_thumbnail,22489_thumbnail
18,15671_thumbnail,54928_thumbnail,25928_thumbnail
19,15742_thumbnail,10548_thumbnail,45725_thumbnail
20,15912_thumbnail,38687_thumbnail,55287_thumbnail
21,17487_thumbnail,,
22,17738_thumbnail,,
23,18138_thumbnail,,
24,18607_thumbnail,,
25,18810_thumbnail,,
26,19030_thumbnail,,
27,20882_thumbnail,,
28,21232_thumbnail,,
29,21373_thumbnail,,
30,21910_thumbnail,,
31,22221_thumbnail,,
32,22740_thumbnail,,
33,22924_thumbnail,,
34,23629_thumbnail,,
35,24023_thumbnail,,
36,26939_thumbnail,,
37,28066_thumbnail,,
38,28736_thumbnail,,
39,30515_thumbnail,,
40,30712_thumbnail,,
41,30792_thumbnail,,
42,31383_thumbnail,,
43,32042_thumbnail,,
44,32432_thumbnail,,
45,32636_thumbnail,,
46,33984_thumbnail,,
47,34690_thumbnail,,
48,35909_thumbnail,,
49,35953_thumbnail,,
50,38118_thumbnail,,
51,38479_thumbnail,,
52,38647_thumbnail,,
53,38901_thumbnail,,
54,40079_thumbnail,,
55,40124_thumbnail,,
56,40503_thumbnail,,
57,43280_thumbnail,,
58,43998_thumbnail,,
59,44804_thumbnail,,
60,44962_thumbnail,,
61,45630_thumbnail,,
62,46444_thumbnail,,
63,46688_thumbnail,,
64,47105_thumbnail,,
65,49942_thumbnail,,
66,49995_thumbnail,,
67,50048_thumbnail,,
68,50304_thumbnail,,
69,51032_thumbnail,,
70,1943_thumbnail,,
71,1952_thumbnail,,
72,3191_thumbnail,,
73,4827_thumbnail,,
74,5970_thumbnail,,
75,6359_thumbnail,,
76,6449_thumbnail,,
77,7482_thumbnail,,
78,8279_thumbnail,,
79,11263_thumbnail,,
80,12222_thumbnail,,
81,12442_thumbnail,,
82,13987_thumbnail,,
83,14051_thumbnail,,
84,15231_thumbnail,,
85,15486_thumbnail,,
86,16325_thumbnail,,
87,16876_thumbnail,,
88,17067_thumbnail,,
89,17291_thumbnail,,
90,18813_thumbnail,,
91,21929_thumbnail,,
92,22155_thumbnail,,
93,22290_thumbnail,,
94,22425_thumbnail,,
95,24563_thumbnail,,
96,25923_thumbnail,,
97,26219_thumbnail,,
98,26533_thumbnail,,
99,26950_thumbnail,,
100,28603_thumbnail,,
101,29615_thumbnail,,
102,29915_thumbnail,,
103,30203_thumbnail,,
104,30369_thumbnail,,
105,31033_thumbnail,,
106,32032_thumbnail,,
107,35197_thumbnail,,
108,36063_thumbnail,,
109,38349_thumbnail,,
110,38669_thumbnail,,
111,39880_thumbnail,,
112,40129_thumbnail,,
113,40888_thumbnail,,
114,42125_thumbnail,,
115,42549_thumbnail,,
116,43796_thumbnail,,
117,44283_thumbnail,,
118,44976_thumbnail,,
119,45990_thumbnail,,
120,46543_thumbnail,,
121,46769_thumbnail,,
122,47960_thumbnail,,
123,48506_thumbnail,,
