,train,val,test
286_thumbnail,True,False,False
2666_thumbnail,True,False,False
3222_thumbnail,True,False,False
3511_thumbnail,True,False,False
4608_thumbnail,True,False,False
6281_thumbnail,True,False,False
6363_thumbnail,True,False,False
6793_thumbnail,True,False,False
7204_thumbnail,True,False,False
7329_thumbnail,True,False,False
7490_thumbnail,True,False,False
8531_thumbnail,True,False,False
10077_thumbnail,True,False,False
10246_thumbnail,True,False,False
10800_thumbnail,True,False,False
11431_thumbnail,True,False,False
12902_thumbnail,True,False,False
14401_thumbnail,True,False,False
14424_thumbnail,True,False,False
14617_thumbnail,True,False,False
15671_thumbnail,True,False,False
15912_thumbnail,True,False,False
17487_thumbnail,True,False,False
17738_thumbnail,True,False,False
18138_thumbnail,True,False,False
18607_thumbnail,True,False,False
18810_thumbnail,True,False,False
19030_thumbnail,True,False,False
20882_thumbnail,True,False,False
21232_thumbnail,True,False,False
21373_thumbnail,True,False,False
21910_thumbnail,True,False,False
22740_thumbnail,True,False,False
22924_thumbnail,True,False,False
23629_thumbnail,True,False,False
24023_thumbnail,True,False,False
26939_thumbnail,True,False,False
27851_thumbnail,True,False,False
28066_thumbnail,True,False,False
28736_thumbnail,True,False,False
30515_thumbnail,True,False,False
30712_thumbnail,True,False,False
30792_thumbnail,True,False,False
32042_thumbnail,True,False,False
32432_thumbnail,True,False,False
32636_thumbnail,True,False,False
33984_thumbnail,True,False,False
34822_thumbnail,True,False,False
35754_thumbnail,True,False,False
35909_thumbnail,True,False,False
35953_thumbnail,True,False,False
38118_thumbnail,True,False,False
38479_thumbnail,True,False,False
38647_thumbnail,True,False,False
39269_thumbnail,True,False,False
40079_thumbnail,True,False,False
40124_thumbnail,True,False,False
40503_thumbnail,True,False,False
43280_thumbnail,True,False,False
44232_thumbnail,True,False,False
44700_thumbnail,True,False,False
44962_thumbnail,True,False,False
45630_thumbnail,True,False,False
46688_thumbnail,True,False,False
47105_thumbnail,True,False,False
49942_thumbnail,True,False,False
49995_thumbnail,True,False,False
50048_thumbnail,True,False,False
50246_thumbnail,True,False,False
50304_thumbnail,True,False,False
1943_thumbnail,True,False,False
1952_thumbnail,True,False,False
3191_thumbnail,True,False,False
4877_thumbnail,True,False,False
5970_thumbnail,True,False,False
6359_thumbnail,True,False,False
6449_thumbnail,True,False,False
7482_thumbnail,True,False,False
8279_thumbnail,True,False,False
9658_thumbnail,True,False,False
10548_thumbnail,True,False,False
11263_thumbnail,True,False,False
12222_thumbnail,True,False,False
12442_thumbnail,True,False,False
15231_thumbnail,True,False,False
15486_thumbnail,True,False,False
16325_thumbnail,True,False,False
16876_thumbnail,True,False,False
17067_thumbnail,True,False,False
17291_thumbnail,True,False,False
18014_thumbnail,True,False,False
18813_thumbnail,True,False,False
22155_thumbnail,True,False,False
22489_thumbnail,True,False,False
24563_thumbnail,True,False,False
25928_thumbnail,True,False,False
26219_thumbnail,True,False,False
26533_thumbnail,True,False,False
26950_thumbnail,True,False,False
27315_thumbnail,True,False,False
29615_thumbnail,True,False,False
30203_thumbnail,True,False,False
30272_thumbnail,True,False,False
31033_thumbnail,True,False,False
32032_thumbnail,True,False,False
35197_thumbnail,True,False,False
36063_thumbnail,True,False,False
38349_thumbnail,True,False,False
38669_thumbnail,True,False,False
38687_thumbnail,True,False,False
39880_thumbnail,True,False,False
40129_thumbnail,True,False,False
40888_thumbnail,True,False,False
42125_thumbnail,True,False,False
42296_thumbnail,True,False,False
42549_thumbnail,True,False,False
43796_thumbnail,True,False,False
44283_thumbnail,True,False,False
45725_thumbnail,True,False,False
45990_thumbnail,True,False,False
46543_thumbnail,True,False,False
46769_thumbnail,True,False,False
47960_thumbnail,True,False,False
51346_thumbnail,True,False,False
44804_thumbnail,False,True,False
5265_thumbnail,False,True,False
16064_thumbnail,False,True,False
10469_thumbnail,False,True,False
43998_thumbnail,False,True,False
53402_thumbnail,False,True,False
19569_thumbnail,False,True,False
38901_thumbnail,False,True,False
34690_thumbnail,False,True,False
2906_thumbnail,False,True,False
25604_thumbnail,False,True,False
51128_thumbnail,False,True,False
13526_thumbnail,False,True,False
25923_thumbnail,False,True,False
30369_thumbnail,False,True,False
14051_thumbnail,False,True,False
20205_thumbnail,False,True,False
21929_thumbnail,False,True,False
56861_thumbnail,False,True,False
44976_thumbnail,False,True,False
22290_thumbnail,False,True,False
15742_thumbnail,False,False,True
15188_thumbnail,False,False,True
56875_thumbnail,False,False,True
12522_thumbnail,False,False,True
46444_thumbnail,False,False,True
63836_thumbnail,False,False,True
54408_thumbnail,False,False,True
59900_thumbnail,False,False,True
22221_thumbnail,False,False,True
51215_thumbnail,False,False,True
52836_thumbnail,False,False,True
31383_thumbnail,False,False,True
64824_thumbnail,False,False,True
28603_thumbnail,False,False,True
44581_thumbnail,False,False,True
29915_thumbnail,False,False,True
4827_thumbnail,False,False,True
48506_thumbnail,False,False,True
63015_thumbnail,False,False,True
22425_thumbnail,False,False,True
13987_thumbnail,False,False,True
