,train,val,test
0,286_thumbnail,59002_thumbnail,55279_thumbnail
1,2666_thumbnail,30515_thumbnail,45630_thumbnail
2,4608_thumbnail,53859_thumbnail,40124_thumbnail
3,5265_thumbnail,19569_thumbnail,17487_thumbnail
4,6281_thumbnail,51499_thumbnail,21373_thumbnail
5,6363_thumbnail,2906_thumbnail,38118_thumbnail
6,6793_thumbnail,50962_thumbnail,22924_thumbnail
7,7204_thumbnail,40079_thumbnail,50304_thumbnail
8,7329_thumbnail,61320_thumbnail,24023_thumbnail
9,7490_thumbnail,47105_thumbnail,51679_thumbnail
10,8531_thumbnail,3511_thumbnail,3222_thumbnail
11,10077_thumbnail,44232_thumbnail,63367_thumbnail
12,10246_thumbnail,42296_thumbnail,53377_thumbnail
13,10469_thumbnail,56861_thumbnail,25923_thumbnail
14,10800_thumbnail,40129_thumbnail,30272_thumbnail
15,11431_thumbnail,48506_thumbnail,58974_thumbnail
16,12522_thumbnail,21929_thumbnail,13526_thumbnail
17,12902_thumbnail,63015_thumbnail,63289_thumbnail
18,14401_thumbnail,42125_thumbnail,1952_thumbnail
19,14424_thumbnail,26950_thumbnail,45725_thumbnail
20,14617_thumbnail,54928_thumbnail,25928_thumbnail
21,15188_thumbnail,29331_thumbnail,31473_thumbnail
22,15671_thumbnail,34649_thumbnail,1289_thumbnail
23,15742_thumbnail,6140_thumbnail,48861_thumbnail
24,15912_thumbnail,29888_thumbnail,58895_thumbnail
25,16064_thumbnail,40639_thumbnail,3098_thumbnail
26,17738_thumbnail,27747_thumbnail,970_thumbnail
27,18138_thumbnail,36008_thumbnail,32112_thumbnail
28,18607_thumbnail,4963_thumbnail,6175_thumbnail
29,18810_thumbnail,27950_thumbnail,20670_thumbnail
30,19030_thumbnail,35998_thumbnail,47911_thumbnail
31,20882_thumbnail,65300_thumbnail,59031_thumbnail
32,21232_thumbnail,46469_thumbnail,6843_thumbnail
33,21910_thumbnail,64950_thumbnail,9154_thumbnail
34,22221_thumbnail,10143_thumbnail,61033_thumbnail
35,22740_thumbnail,38535_thumbnail,28922_thumbnail
36,23629_thumbnail,39297_thumbnail,47837_thumbnail
37,25604_thumbnail,49281_thumbnail,52438_thumbnail
38,26939_thumbnail,5992_thumbnail,13364_thumbnail
39,27851_thumbnail,20463_thumbnail,51021_thumbnail
40,28066_thumbnail,26190_thumbnail,15221_thumbnail
41,28736_thumbnail,53059_thumbnail,18981_thumbnail
42,30712_thumbnail,11557_thumbnail,9183_thumbnail
43,30792_thumbnail,3092_thumbnail,6898_thumbnail
44,31383_thumbnail,21303_thumbnail,26862_thumbnail
45,32042_thumbnail,66_thumbnail,52612_thumbnail
46,32432_thumbnail,48550_thumbnail,44530_thumbnail
47,32636_thumbnail,47431_thumbnail,9254_thumbnail
48,33984_thumbnail,56351_thumbnail,23523_thumbnail
49,34690_thumbnail,56799_thumbnail,48502_thumbnail
50,34822_thumbnail,,
51,35754_thumbnail,,
52,35909_thumbnail,,
53,35953_thumbnail,,
54,38479_thumbnail,,
55,38647_thumbnail,,
56,38901_thumbnail,,
57,39269_thumbnail,,
58,40503_thumbnail,,
59,43280_thumbnail,,
60,43998_thumbnail,,
61,44700_thumbnail,,
62,44804_thumbnail,,
63,44962_thumbnail,,
64,46444_thumbnail,,
65,46688_thumbnail,,
66,49942_thumbnail,,
67,49995_thumbnail,,
68,50048_thumbnail,,
69,50246_thumbnail,,
70,51032_thumbnail,,
71,51128_thumbnail,,
72,51215_thumbnail,,
73,52108_thumbnail,,
74,52752_thumbnail,,
75,52836_thumbnail,,
76,52846_thumbnail,,
77,53098_thumbnail,,
78,53402_thumbnail,,
79,53900_thumbnail,,
80,54408_thumbnail,,
81,55876_thumbnail,,
82,56875_thumbnail,,
83,57711_thumbnail,,
84,59760_thumbnail,,
85,59900_thumbnail,,
86,60928_thumbnail,,
87,60936_thumbnail,,
88,61823_thumbnail,,
89,63121_thumbnail,,
90,63429_thumbnail,,
91,63836_thumbnail,,
92,64771_thumbnail,,
93,1943_thumbnail,,
94,3191_thumbnail,,
95,4827_thumbnail,,
96,4877_thumbnail,,
97,5970_thumbnail,,
98,6359_thumbnail,,
99,6449_thumbnail,,
100,7482_thumbnail,,
101,8279_thumbnail,,
102,9658_thumbnail,,
103,10548_thumbnail,,
104,11263_thumbnail,,
105,12222_thumbnail,,
106,12442_thumbnail,,
107,13987_thumbnail,,
108,14051_thumbnail,,
109,15231_thumbnail,,
110,15486_thumbnail,,
111,16325_thumbnail,,
112,16876_thumbnail,,
113,17067_thumbnail,,
114,17291_thumbnail,,
115,18014_thumbnail,,
116,18813_thumbnail,,
117,20205_thumbnail,,
118,22155_thumbnail,,
119,22290_thumbnail,,
120,22425_thumbnail,,
121,22489_thumbnail,,
122,24563_thumbnail,,
123,26219_thumbnail,,
124,26533_thumbnail,,
125,27315_thumbnail,,
126,28603_thumbnail,,
127,29615_thumbnail,,
128,29915_thumbnail,,
129,30203_thumbnail,,
130,30369_thumbnail,,
131,31033_thumbnail,,
132,32032_thumbnail,,
133,35197_thumbnail,,
134,36063_thumbnail,,
135,38349_thumbnail,,
136,38669_thumbnail,,
137,38687_thumbnail,,
138,39880_thumbnail,,
139,40888_thumbnail,,
140,42549_thumbnail,,
141,43796_thumbnail,,
142,44283_thumbnail,,
143,44581_thumbnail,,
144,44976_thumbnail,,
145,45990_thumbnail,,
146,46543_thumbnail,,
147,46769_thumbnail,,
148,47960_thumbnail,,
149,51346_thumbnail,,
150,52259_thumbnail,,
151,52375_thumbnail,,
152,52420_thumbnail,,
153,52461_thumbnail,,
154,52931_thumbnail,,
155,55287_thumbnail,,
156,56947_thumbnail,,
157,57598_thumbnail,,
158,58947_thumbnail,,
159,59515_thumbnail,,
160,60988_thumbnail,,
161,61961_thumbnail,,
162,62828_thumbnail,,
163,63165_thumbnail,,
164,64824_thumbnail,,
165,4_thumbnail,,
166,431_thumbnail,,
167,706_thumbnail,,
168,1020_thumbnail,,
169,1080_thumbnail,,
170,1101_thumbnail,,
171,1252_thumbnail,,
172,1774_thumbnail,,
173,1925_thumbnail,,
174,2097_thumbnail,,
175,2706_thumbnail,,
176,3055_thumbnail,,
177,3264_thumbnail,,
178,3881_thumbnail,,
179,4211_thumbnail,,
180,5015_thumbnail,,
181,5114_thumbnail,,
182,5264_thumbnail,,
183,5307_thumbnail,,
184,5851_thumbnail,,
185,6558_thumbnail,,
186,6951_thumbnail,,
187,8213_thumbnail,,
188,8240_thumbnail,,
189,8713_thumbnail,,
190,8805_thumbnail,,
191,9341_thumbnail,,
192,9509_thumbnail,,
193,9697_thumbnail,,
194,10642_thumbnail,,
195,10896_thumbnail,,
196,11417_thumbnail,,
197,11559_thumbnail,,
198,12159_thumbnail,,
199,14039_thumbnail,,
200,14127_thumbnail,,
201,14542_thumbnail,,
202,15139_thumbnail,,
203,15209_thumbnail,,
204,15293_thumbnail,,
205,15871_thumbnail,,
206,16042_thumbnail,,
207,16209_thumbnail,,
208,16986_thumbnail,,
209,17174_thumbnail,,
210,17365_thumbnail,,
211,17416_thumbnail,,
212,17854_thumbnail,,
213,18196_thumbnail,,
214,18547_thumbnail,,
215,18568_thumbnail,,
216,18896_thumbnail,,
217,18914_thumbnail,,
218,19157_thumbnail,,
219,19255_thumbnail,,
220,19512_thumbnail,,
221,20312_thumbnail,,
222,20316_thumbnail,,
223,20858_thumbnail,,
224,21432_thumbnail,,
225,22654_thumbnail,,
226,24507_thumbnail,,
227,24617_thumbnail,,
228,24759_thumbnail,,
229,24991_thumbnail,,
230,25561_thumbnail,,
231,25792_thumbnail,,
232,26124_thumbnail,,
233,26603_thumbnail,,
234,27245_thumbnail,,
235,27249_thumbnail,,
236,27739_thumbnail,,
237,28028_thumbnail,,
238,28121_thumbnail,,
239,28393_thumbnail,,
240,28519_thumbnail,,
241,28821_thumbnail,,
242,29147_thumbnail,,
243,29200_thumbnail,,
244,29240_thumbnail,,
245,29904_thumbnail,,
246,30508_thumbnail,,
247,30738_thumbnail,,
248,30794_thumbnail,,
249,31333_thumbnail,,
250,32035_thumbnail,,
251,32192_thumbnail,,
252,32596_thumbnail,,
253,34247_thumbnail,,
254,34720_thumbnail,,
255,34845_thumbnail,,
256,35239_thumbnail,,
257,35592_thumbnail,,
258,35652_thumbnail,,
259,36204_thumbnail,,
260,36499_thumbnail,,
261,36513_thumbnail,,
262,36639_thumbnail,,
263,37367_thumbnail,,
264,37655_thumbnail,,
265,38018_thumbnail,,
266,38041_thumbnail,,
267,38048_thumbnail,,
268,38097_thumbnail,,
269,39144_thumbnail,,
270,39146_thumbnail,,
271,39172_thumbnail,,
272,39255_thumbnail,,
273,39365_thumbnail,,
274,39425_thumbnail,,
275,39728_thumbnail,,
276,39893_thumbnail,,
277,39990_thumbnail,,
278,41801_thumbnail,,
279,43390_thumbnail,,
280,43432_thumbnail,,
281,43671_thumbnail,,
282,43815_thumbnail,,
283,43875_thumbnail,,
284,44432_thumbnail,,
285,45104_thumbnail,,
286,45185_thumbnail,,
287,46139_thumbnail,,
288,46172_thumbnail,,
289,46435_thumbnail,,
290,46736_thumbnail,,
291,46793_thumbnail,,
292,47020_thumbnail,,
293,47984_thumbnail,,
294,50589_thumbnail,,
295,50712_thumbnail,,
296,50878_thumbnail,,
297,51832_thumbnail,,
298,52275_thumbnail,,
299,52308_thumbnail,,
300,52784_thumbnail,,
301,53688_thumbnail,,
302,54007_thumbnail,,
303,54506_thumbnail,,
304,54590_thumbnail,,
305,54825_thumbnail,,
306,54949_thumbnail,,
307,54990_thumbnail,,
308,56221_thumbnail,,
309,57100_thumbnail,,
310,57468_thumbnail,,
311,59383_thumbnail,,
312,59589_thumbnail,,
313,60058_thumbnail,,
314,60287_thumbnail,,
315,61089_thumbnail,,
316,61280_thumbnail,,
317,61424_thumbnail,,
318,61493_thumbnail,,
319,61852_thumbnail,,
320,62641_thumbnail,,
321,63298_thumbnail,,
322,63897_thumbnail,,
323,63941_thumbnail,,
324,64111_thumbnail,,
325,64188_thumbnail,,
326,64629_thumbnail,,
327,65371_thumbnail,,
